No(idではない),name,ingredients,brand_name,production_area_name,food_type_name,calorie,target_age,rakuten_name,rakuten_item_code,medium_image_url,min_price,max_price,median_price,add_date
96,モンプチ　バッグ　5種のフィッシュブレンド,穀類（小麦、コーングルテン、米 等）、肉類（家禽ミール 等）、動物性油脂、たんぱく加水分解物、脱脂大豆、フィッシュパウダー（かつお、まぐろ、鯛、サーモン、小魚）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ バッグ 5種のフィッシュブレンド,utopia:10002799,https://thumbnail.image.rakuten.co.jp/@0_mall/utopia/cabinet/img011/33100110ku_00.jpg,547,8340,725,2023-08-01 21:37:20 +0900
97,モンプチ　バッグ　5種のシーフードブレンド,穀類（小麦、コーングルテン、米 等）、肉類（家禽ミール 等）、たんぱく加水分解物、動物性油脂、魚介類（かつお、サーモン、フィッシュパウダー（かに、えび、鯛、まぐろ））、脱脂大豆、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ バッグ 5種のシーフードブレンド,chanet:10297754,https://thumbnail.image.rakuten.co.jp/@0_mall/chanet/cabinet/1851/184634-1.jpg,521,7698,738,2023-08-01 21:37:20 +0900
98,モンプチ　バッグ　毛玉ケア　5種のブレンド,穀類（小麦、コーングルテン、米、大麦、小麦たんぱく 等）、肉類（家禽ミール 等）、動物性油脂、たんぱく加水分解物、脱脂大豆、食物繊維、フィッシュパウダー（かつお、まぐろ、鯛、海藻）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,338,成猫,モンプチ バッグ 毛玉ケア 5種のブレンド,higopet:10063997,https://thumbnail.image.rakuten.co.jp/@0_mall/higopet/cabinet/07/07206211.jpg,550,3543,738,2023-08-01 21:37:20 +0900
99,モンプチ　バッグ　5種のお腹にやさしいブレンド,穀類（小麦、コーングルテン、米 等）、肉類（家禽ミール 等）、動物性油脂、たんぱく加水分解物、豆類（脱脂大豆、えんどう豆）、フィッシュパウダー（サーモン、白身魚）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、カラメル色素、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ バッグ 5種のお腹にやさしいブレンド,sundrug:10092743,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902201214605.jpg,545,7176,734,2023-08-01 21:37:20 +0900
100,モンプチ　バッグ　5種の贅沢グリルブレンド,穀類（小麦、コーングルテン、米 等）、肉類（チキンミール、ターキーミール、ラムミール 等）、動物性油脂、たんぱく加水分解物、脱脂大豆、フィッシュパウダー（かつお、小魚）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、カロテノイド色素、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ バッグ 5種の贅沢グリルブレンド,osharecafe:10092912,https://thumbnail.image.rakuten.co.jp/@0_mall/osharecafe/cabinet/product_osk/pet_images3/6051846.jpg,580,6091,1063,2023-08-01 21:37:20 +0900
101,モンプチ　バッグ　子ねこ　1歳まで　5種のブレンド,穀類（小麦、コーングルテン、小麦たんぱく、米 等）、肉類（家禽ミール、チキンミール 等）、動物性油脂、たんぱく加水分解物、脱脂大豆、フィッシュパウダー（まぐろ、サーモン）、ミルクパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、カラメル色素、アミノ酸類（タウリン、メチオニン）,ネスレ モンプチ,オーストラリア,ドライ,378,子猫,モンプチ バッグ 子ねこ 1歳まで 5種のブレンド,nyanzaq:10110923,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07209342.jpg,538,7894,742,2023-08-01 21:37:20 +0900
102,モンプチ　バッグ　15歳以上用　5種のブレンド,穀類（米、小麦、コーングルテン、小麦たんぱく 等）、肉類（チキンミール、ターキーミール 等）、油脂類（動物性油脂、フィッシュオイル）、たんぱく加水分解物、えんどう豆、フィッシュパウダー（鯛、小魚）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、アミノ酸類（メチオニン、タウリン）,ネスレ モンプチ,オーストラリア,ドライ,360,シニア,モンプチ バッグ 15歳以上用 5種のブレンド,rakuten24:11106718,https://thumbnail.image.rakuten.co.jp/@0_mall/higopet/cabinet/07/07214612.jpg,570,7176,787,2023-08-01 21:37:20 +0900
103,モンプチ　ボックス　7種のブレンド　（小魚入り）,穀類（小麦、コーングルテン、米 等）、肉類（家禽ミール 等）、動物性油脂、たんぱく加水分解物、魚介類（小魚、かつお、サーモン、フィッシュパウダー（鯛、まぐろ、かに、サーディン、えび））、脱脂大豆、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ ボックス 7種のブレンド （小魚入り）,nyanzaq:10110917,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07209076.jpg,395,5730,468,2023-08-01 21:37:20 +0900
104,モンプチ　ボックス　7種のブレンド　（かつお節入り）,穀類（小麦、コーングルテン、米 等）、肉類（家禽ミール 等）、動物性油脂、たんぱく加水分解物、魚介類（かつお節、かつお、サーモン、フィッシュパウダー（まぐろ、鯛、かに、えび））、脱脂大豆、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ ボックス 7種のブレンド （かつお節入り）,chanet:10446608,https://thumbnail.image.rakuten.co.jp/@0_mall/yamada-denki/cabinet/a07000196/9667006011.jpg,395,5097,437,2023-08-01 21:37:20 +0900
105,モンプチ　ボックス　7種のブレンド　（しらす入り）,穀類（小麦、コーングルテン、米 等）、肉類（家禽ミール、チキンパウダー 等）、動物性油脂、たんぱく加水分解物、魚介類（しらす、かつお、サーモン、フィッシュパウダー（まぐろ、鯛、かに））、脱脂大豆、チーズ、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ ボックス 7種のブレンド （しらす入り）,higopet:10068836,https://thumbnail.image.rakuten.co.jp/@0_mall/higopet/cabinet/07/07209090.jpg,399,5097,468,2023-08-01 21:37:20 +0900
106,モンプチ　ボックス　毛玉ケア　7種のブレンド　（かつお節入り）,穀類（小麦、コーングルテン、米、大麦、小麦たんぱく 等）、肉類（家禽ミール 等）、動物性油脂、脱脂大豆、食物繊維、たんぱく加水分解物、魚介類（かつお節、フィッシュパウダー（まぐろ、かつお、鯛、サーモン、海藻））、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、着色料（カラメル色素、カロテノイド色素）、アミノ酸類（タウリン）,ネスレ モンプチ,オーストラリア,ドライ,350,成猫,モンプチ ボックス 毛玉ケア 7種のブレンド （かつお節入り）,chanet:10446608,https://thumbnail.image.rakuten.co.jp/@0_mall/chanet/cabinet/2907/290289-1.jpg,395,5730,526,2023-08-01 21:37:20 +0900
107,モンプチ　バッグ　ナチュラル　毛玉ケア　ターキー入りチキンの贅沢,チキン、コーングルテン、米、チキンミール、脱脂大豆、とうもろこし、牛脂、ターキー、セルロース(食物繊維源）、たんぱく加水分解物、大豆外皮、モルトエキス、ほうれん草、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、アミノ酸類（タウリン、メチオニン）、酸化防止剤（ミックストコフェロール）,ネスレ モンプチ,アメリカ,ドライ,348,成猫,モンプチ バッグ ナチュラル 毛玉ケア ターキー入りチキンの贅沢,rakuten24:11038798,https://thumbnail.image.rakuten.co.jp/@0_mall/yamakishi/cabinet/item10i/4902201213073.jpg,570,7894,1316,2023-08-01 21:37:20 +0900
108,モンプチ　バッグ　ナチュラル　サーモン入りチキンの贅沢,チキン、コーングルテン、チキンミール、米、脱脂大豆、牛脂、とうもろこし、小麦、サーモン、たんぱく加水分解物、モルトエキス、ほうれん草、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、アミノ酸類（タウリン）、酸化防止剤（ミックストコフェロール）,ネスレ モンプチ,アメリカ,ドライ,374,成猫,モンプチ バッグ ナチュラル サーモン入りチキンの贅沢,rakuten24:11038799,https://thumbnail.image.rakuten.co.jp/@0_mall/andymbl/cabinet/22nen/nestle/4902201213080.jpg,550,7176,847,2023-08-01 21:37:20 +0900
109,モンプチ　バッグ　ナチュラル　天然お魚の贅沢,白身魚、コーングルテン、とうもろこし、チキンミール、大麦、牛脂、脱脂大豆、たんぱく加水分解物、米、モルトエキス、酵母、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、アミノ酸類（タウリン、メチオニン）、酸化防止剤（ミックストコフェロール）,ネスレ モンプチ,アメリカ,ドライ,381,成猫,モンプチ バッグ ナチュラル 天然お魚の贅沢,rakuten24:10877954,https://thumbnail.image.rakuten.co.jp/@0_mall/andymbl/cabinet/22nen/nestle/4902201211369.jpg,547,8791,658,2023-08-01 21:37:20 +0900
110,モンプチ　バッグ　ナチュラル　新鮮若鶏の贅沢,チキン、コーングルテン、とうもろこし、チキンミール、大麦、牛脂、脱脂大豆、たんぱく加水分解物、米、モルトエキス、酵母、魚油、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、アミノ酸類（タウリン、メチオニン）、酸化防止剤（ミックストコフェロール）,ネスレ モンプチ,アメリカ,ドライ,381,成猫,モンプチ バッグ ナチュラル 新鮮若鶏の贅沢,rakuten24:10877955,https://thumbnail.image.rakuten.co.jp/@0_mall/chanet/cabinet/3027/302794-1.jpg,540,7176,698,2023-08-01 21:37:20 +0900
111,モンプチ　バッグ　ナチュラル　白身魚とチキンの贅沢,白身魚、コーングルテン、とうもろこし、チキンミール、大麦、牛脂、脱脂大豆、たんぱく加水分解物、米、モルトエキス、酵母、フィッシュパウダー、チキンパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン）、アミノ酸類（タウリン、メチオニン）、酸化防止剤（ミックストコフェロール）,ネスレ モンプチ,アメリカ,ドライ,381,成猫,モンプチ バッグ ナチュラル 白身魚とチキンの贅沢,rakuten24:10877956,https://thumbnail.image.rakuten.co.jp/@0_mall/andymbl/cabinet/22nen/nestle/4902201211383.jpg,550,7176,722,2023-08-01 21:37:20 +0900
112,ピュリナワン　1歳までの子ねこ用／妊娠・授乳期の母猫用　チキン,チキン、チキンミール、コーングルテン、小麦、鶏脂（オメガ6脂肪酸源）、米、脱脂大豆、小麦たんぱく、フィッシュミール、たんぱく加水分解物、魚油（オメガ3脂肪酸（DHA）源）、大麦、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,390,子猫,ピュリナワン 1歳までの子ねこ用 妊娠・授乳期の母猫用 チキン,sweet-pet:10008696,https://thumbnail.image.rakuten.co.jp/@0_mall/pet-gardeninglife/cabinet/08533235/nestle/dogcat/4902201214469.jpg,166,13015,2180,2023-08-01 21:37:20 +0900
113,ピュリナワン　1歳以上　美味を求める成猫用　チキン,チキン、チキンミール、小麦、米、小麦たんぱく、脱脂大豆、大麦、コーングルテン、鶏脂（オメガ6脂肪酸源）、フィッシュミール（オメガ3脂肪酸源）、たんぱく加水分解物、可溶性繊維（プレバイオティクス源）、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン,ネスレ ピュリナワン,オーストラリア,ドライ,370,成猫,ピュリナワン 1歳以上 美味を求める成猫用 チキン,rakuten24:11114893,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07214360.jpg,168,13080,2730,2023-08-01 21:37:20 +0900
114,ピュリナワン　1歳以上　美味を求める成猫用　サーモン&ツナ,フィッシュ（サーモン、ツナ）（オメガ3脂肪酸源）、チキンミール、米、小麦、コーングルテン、小麦たんぱく、脱脂大豆、鶏脂（オメガ6脂肪酸源）、フィッシュミール、大麦、たんぱく加水分解物、可溶性繊維（プレバイオティクス源）、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、カラメル色素、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,370,成猫,ピュリナワン 1歳以上 美味を求める成猫用 サーモン&ツナ,rakuten24:11110696,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07143609.jpg,2080,19680,4608,2023-08-01 21:37:20 +0900
115,ピュリナワン　避妊・去勢後から全ての年齢に　避妊・去勢した猫の体重ケア　チキン,チキン、コーングルテン、チキンミール、小麦、食物繊維（ビートパルプ、ライスファイバー、可溶性繊維、セルロース）、米、小麦たんぱく、脱脂大豆、フィッシュミール（オメガ3脂肪酸源）、ソルガム、大麦、鶏脂（オメガ6脂肪酸源）、たんぱく加水分解物、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,340,全年齢,ピュリナワン 避妊・去勢後から全ての年齢に 避妊・去勢した猫の体重ケア チキン,sweet-pet:10008699,https://thumbnail.image.rakuten.co.jp/@0_mall/sweet-pet/cabinet/purinaone/nes0192p.jpg,158,11990,3514,2023-08-01 21:37:20 +0900
116,ピュリナワン　避妊・去勢後から全ての年齢に　避妊・去勢した猫の体重ケア　サーモン&ツナ,フィッシュ（サーモン、ツナ）（オメガ3脂肪酸源）、コーングルテン、チキンミール、小麦、食物繊維（ビートパルプ、ライスファイバー、可溶性繊維、セルロース）、米、小麦たんぱく、脱脂大豆、大麦、鶏脂（オメガ6脂肪酸源）、たんぱく加水分解物、フィッシュミール、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,342,全年齢,ピュリナワン 避妊・去勢後から全ての年齢に 避妊・去勢した猫の体重ケア サーモン&ツナ,andymbl:10013041,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07213097.jpg,2080,13434,3029,2023-08-01 21:37:20 +0900
117,ピュリナワン　1歳以上　室内飼い猫用　インドアキャット　チキン,チキン、チキンミール、コーングルテン、小麦、食物繊維（ビートパルプ、ライスファイバー、セルロース、可溶性繊維(オリゴ糖源))、米、脱脂大豆、鶏脂（オメガ6脂肪酸源）、小麦たんぱく、大麦、フィッシュミール（オメガ3脂肪酸源）、たんぱく加水分解物、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,351,成猫,ピュリナワン 1歳以上 室内飼い猫用 インドアキャット チキン,rakuten24:11044085,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07213134.jpg,2080,13080,3020,2023-08-01 21:37:20 +0900
118,ピュリナワン　1歳以上　室内飼い猫用　インドアキャット　サーモン&ツナ,フィッシュ（サーモン、ツナ）（オメガ3脂肪酸源）、チキンミール、コーングルテン、小麦、食物繊維（ビートパルプ、セルロース、可溶性繊維(オリゴ糖源）、ライスファイバー）、米、脱脂大豆、鶏脂（オメガ6脂肪酸源）、小麦たんぱく、大麦、フィッシュミール、たんぱく加水分解物、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,352,成猫,ピュリナワン 1歳以上 室内飼い猫用 インドアキャット サーモン&ツナ,rakuten24:11038842,https://thumbnail.image.rakuten.co.jp/@0_mall/daiyu8/cabinet/images99/4902201213158_1.jpg,980,13080,2905,2023-08-01 21:37:20 +0900
119,ピュリナワン　1歳以上　下部尿路の健康維持　F.L.U.T.H.ケア　チキン,チキン、チキンミール、コーングルテン、小麦、米、脱脂大豆、鶏脂（オメガ6脂肪酸源）、フィッシュミール、大麦、とうもろこし、小麦たんぱく、たんぱく加水分解物、可溶性繊維、魚油（オメガ3脂肪酸源）、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン,ネスレ ピュリナワン,オーストラリア,ドライ,370,成猫,ピュリナワン 1歳以上 下部尿路の健康維持  チキン,petgo:10050975,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07214438.jpg,2080,20306,3680,2023-08-01 21:37:20 +0900
120,ピュリナワン　1歳以上　下部尿路の健康維持　F.L.U.T.H.ケア　サーモン&ツナ,フィッシュ（サーモン、ツナ）、チキンミール、コーングルテン、小麦、米、脱脂大豆、大麦、鶏脂（オメガ6脂肪酸源）、フィッシュミール、とうもろこし、小麦たんぱく、たんぱく加水分解物、可溶性繊維、魚油（オメガ3脂肪酸源）、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,370,成猫,ピュリナワン 1歳以上 下部尿路の健康維持  サーモン&ツナ,vets:10007185,https://thumbnail.image.rakuten.co.jp/@0_mall/higopet/cabinet/07/07214445.jpg,252,7034,2680,2023-08-01 21:37:20 +0900
121,ピュリナワン　太りやすい猫用　1歳以上　メタボリック　エネルギーコントロール　チキン,チキン、コーングルテン、チキンミール、小麦、食物繊維（ビートパルプ、ライスファイバー、可溶性繊維、セルロース）、米、小麦たんぱく、脱脂大豆、大麦、フィッシュミール（オメガ3脂肪酸源）、鶏脂（オメガ6脂肪酸源）、たんぱく加水分解物、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、カラメル色素、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン、L-カルニチン）,ネスレ ピュリナワン,オーストラリア,ドライ,340,成猫,ピュリナワン 太りやすい猫用 1歳以上 メタボリック エネルギーコントロール チキン,petsmum:10042166,https://thumbnail.image.rakuten.co.jp/@0_mall/yamakishi/cabinet/item10i/4902201214421.jpg,2097,5723,2930,2023-08-01 21:37:20 +0900
122,ピュリナワン　1歳から全ての年齢に　グレインフリー（穀物不使用）　チキン,チキン、チキンミール、えんどう豆でんぷん、キャッサバ粉、大豆たんぱく、牛脂、脱脂大豆、えんどう豆たんぱく、卵、キャノーラミール、たんぱく加水分解物、酵母、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン、硫黄）、グリセリン、アミノ酸類（リジン、タウリン、シスチン、メチオニン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、B12、コリン、ビオチン）、酸化防止剤（ミックストコフェロール）,ネスレ ピュリナワン,アメリカ,ドライ,413,成猫,ピュリナワン 1歳から全ての年齢に グレインフリー チキン,rakuten24:10981735,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/64/4902201210973.jpg,2097,15646,4608,2023-08-01 21:37:20 +0900
123,ピュリナワン　1歳から全ての年齢に　グレインフリー（穀物不使用）　白身魚,白身魚、チキンミール、えんどう豆でんぷん、キャッサバ粉、大豆たんぱく、牛脂、脱脂大豆、えんどう豆たんぱく、卵、キャノーラミール、たんぱく加水分解物、酵母、チキン、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、鉄、銅、マンガン、亜鉛、ヨウ素、セレン、硫黄）、グリセリン、アミノ酸類（リジン、タウリン、シスチン、メチオニン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、B12、コリン、ビオチン）、酸化防止剤（ミックストコフェロール）,ネスレ ピュリナワン,アメリカ,ドライ,365,成猫,ピュリナワン 1歳から全ての年齢に グレインフリー 白身魚,rakuten24:10981736,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/64/4902201210980.jpg,2005,14388,4608,2023-08-01 21:37:20 +0900
124,ピュリナワン　7歳以上　健康マルチケア　チキン,チキン、チキンミール、コーングルテン、小麦、米、脱脂大豆、食物繊維（ビートパルプ、ライスファイバー、セルロース）、フィッシュミール、大麦、鶏脂（オメガ6脂肪酸源）、小麦たんぱく、たんぱく加水分解物、魚油（オメガ3脂肪酸源）、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,350,成猫,ピュリナワン 7歳以上 健康マルチケア チキン,rakuten24:10877951,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/65/4902201211307.jpg,2080,13080,4162,2023-08-01 21:37:20 +0900
125,ピュリナワン　11歳以上　健康マルチケア　チキン,チキン、チキンミール、コーングルテン、小麦、米、脱脂大豆、鶏脂（オメガ6脂肪酸源）、フィッシュミール、小麦たんぱく、大麦、たんぱく加水分解物、可溶性繊維（プレバイオティクス源）、魚油（オメガ3脂肪酸（DHA）源）、酵母(βグルカン源）、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、マグネシウム、鉄、銅、マンガン、亜鉛、ヨウ素、セレン）、ビタミン類（A、D、E、K、B1、B2、パントテン酸、ナイアシン、B6、葉酸、ビオチン、B12、コリン、C）、アミノ酸類（メチオニン、タウリン）,ネスレ ピュリナワン,オーストラリア,ドライ,375,シニア,ピュリナワン 11歳以上 健康マルチケア チキン,rakuten24:10965205,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07211314.jpg,1980,13080,3824,2023-08-01 21:37:20 +0900
